UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO_TRATOR,CAMINHONETE,CAMIONETA,CHASSI_PLATAFORMA,CICLOMOTOR,MICRO_ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI_REBOQUE,SIDE_CAR,OUTROS,TRATOR_ESTEIRA,TRATOR_RODAS,TRICICLO,UTILITARIO
RS,NOVA PRATA,23262,14105,0,802,412,2862,1079,0,10,42,2062,351,78,1,420,448,0,32,0,21,1,536
RS,NOVA RAMADA,2099,987,0,183,10,355,82,0,1,14,363,15,17,0,31,16,0,3,1,2,0,19
RS,NOVA ROMA DO SUL,2752,1432,0,383,23,443,87,0,2,7,191,29,31,0,44,22,0,2,0,5,1,50
RS,NOVA SANTA RITA,23806,13240,0,1077,908,1604,840,0,20,78,2941,329,69,0,1171,1124,1,90,0,118,3,193
RS,NOVO BARREIRO,3372,1790,0,227,57,381,74,0,3,8,627,46,16,0,57,70,0,3,0,1,1,11
RS,NOVO CABRAIS,2810,1440,0,154,39,359,64,0,0,10,506,49,20,0,87,54,0,1,0,3,0,24
RS,NOVO HAMBURGO,189725,118822,0,3391,660,10120,9832,0,206,318,28212,6463,375,0,6024,853,8,342,0,310,26,3763
RS,NOVO MACHADO,2959,1484,0,238,13,353,115,0,0,26,568,38,22,0,58,18,0,3,0,0,1,22
RS,NOVO TIRADENTES,1475,771,0,64,14,152,36,0,0,5,331,32,11,0,14,26,0,0,0,1,0,18
RS,NOVO XINGU,1129,630,0,81,7,133,25,0,0,11,181,31,8,0,7,2,0,0,0,1,0,12
RS,OSORIO,39285,23941,0,1046,292,2967,1728,0,36,72,4686,1425,127,2,2010,277,1,95,0,47,6,527
RS,PAIM FILHO,3182,1811,0,183,45,474,105,0,0,7,401,25,26,0,31,49,0,3,0,1,0,21
RS,PALMARES DO SUL,8274,4684,0,241,51,753,321,0,5,20,1199,95,70,0,623,80,2,14,0,14,0,102
RS,PALMEIRA DAS MISSOES,29560,16100,0,1246,525,3248,868,1,61,55,3688,1862,127,0,614,842,1,19,0,8,23,272
RS,PALMITINHO,7071,3313,0,304,95,704,200,0,0,26,1841,216,61,0,97,122,0,0,0,1,1,90
RS,PANAMBI,38515,22468,0,1316,235,4246,1808,1,16,85,5293,996,166,0,914,316,1,44,0,19,4,587
RS,PANTANO GRANDE,7036,4125,0,392,141,706,257,0,4,17,666,74,43,0,305,218,0,7,0,28,3,50
RS,PARAI,7557,3629,0,785,192,1286,284,0,9,18,784,56,26,0,149,193,0,20,0,6,2,118
RS,PARAISO DO SUL,4784,2638,0,137,14,609,133,0,2,8,989,41,31,0,129,17,0,3,0,5,0,28
RS,PARECI NOVO,4332,2185,0,466,65,441,162,0,2,12,507,154,19,0,182,65,0,9,0,14,0,49
RS,PAROBE,40458,24520,0,780,115,2341,1553,1,82,97,7012,1993,294,0,1062,107,2,48,0,47,33,371
RS,PASSA SETE,3281,1742,0,140,6,455,70,0,1,5,735,17,41,0,24,9,0,3,0,0,1,32
RS,PASSO DO SOBRADO,5138,2492,0,233,16,534,134,0,1,13,1222,151,70,0,183,25,0,8,0,17,1,38
RS,PASSO FUNDO,160942,94889,0,4349,1562,14122,8514,2,83,312,22081,6006,434,0,3097,1652,7,208,0,45,27,3552
RS,PAULO BENTO,1745,835,0,139,13,288,46,0,1,22,285,33,17,0,30,17,0,3,0,0,0,16
RS,PAVERAMA,6778,3496,0,313,102,497,158,0,21,47,1551,191,55,0,162,122,0,16,0,12,0,35
RS,PEDRAS ALTAS,1464,740,0,62,3,208,50,0,1,13,249,6,9,0,101,6,0,2,0,3,0,11
RS,PEDRO OSORIO,5462,2981,0,167,54,457,158,0,6,15,1118,59,38,0,277,88,2,9,0,1,1,31
RS,PEJUCARA,3426,1765,0,288,35,585,122,0,3,6,397,36,23,0,77,44,0,2,0,1,0,42
RS,PELOTAS,246976,138091,0,5978,2715,16264,9651,0,643,543,48626,7280,1249,2,7897,4010,11,464,1,261,46,3244
RS,PICADA CAFE,4391,2573,0,120,5,393,227,0,2,19,593,103,65,0,181,8,0,6,0,15,0,81
RS,PINHAL,2294,1062,0,166,39,290,49,0,0,7,510,66,12,0,34,32,0,0,0,1,0,26
RS,PINHAL DA SERRA,1455,803,0,98,10,229,51,0,1,12,174,7,25,0,29,8,0,2,0,1,0,5
RS,PINHAL GRANDE,2893,1456,0,188,12,520,86,0,1,11,450,19,36,0,65,22,0,1,0,9,2,15
RS,PINHEIRINHO DO VALE,3054,1350,0,99,19,289,66,0,0,13,1012,87,23,0,41,27,0,0,0,0,1,27
RS,PINHEIRO MACHADO,8569,5154,0,214,91,1014,229,0,6,18,1191,42,71,0,380,117,0,4,0,3,2,33
RS,PINTO BANDEIRA,1833,866,0,231,8,305,93,0,2,15,137,40,6,0,69,9,0,3,0,7,0,42
RS,PIRAPO,1696,824,0,74,10,215,32,0,1,11,450,17,14,0,32,11,0,1,0,0,0,4
RS,PIRATINI,12598,7056,0,395,88,1294,344,0,7,76,2507,98,185,0,328,141,0,4,0,7,1,67
RS,PLANALTO,7595,4391,0,363,73,868,185,0,0,14,1241,140,43,0,99,105,1,3,0,0,0,69
RS,POCO DAS ANTAS,1951,983,0,135,4,227,61,0,2,11,394,38,14,0,49,6,0,2,0,7,0,18
RS,PONTAO,2895,1596,0,224,20,442,89,0,0,17,330,19,38,0,63,33,0,2,0,1,0,21
RS,PONTE PRETA,1544,721,0,105,22,238,37,0,0,10,308,23,16,0,35,13,0,2,0,1,0,13
RS,PORTAO,31735,19007,0,2267,440,2148,1235,1,44,133,3273,552,170,0,1511,438,4,79,0,47,1,385
RS,PORTO ALEGRE,938939,614615,0,15879,3315,52231,63744,22,752,2291,110638,14346,5093,12,21567,3897,30,807,4,1475,169,28052
RS,PORTO LUCENA,3449,1901,0,127,31,369,101,0,0,15,699,57,22,0,76,27,0,3,0,1,0,20
RS,PORTO MAUA,1787,914,0,98,17,243,44,0,0,9,325,27,14,0,59,25,0,0,0,0,0,12
RS,PORTO VERA CRUZ,1161,579,0,37,10,155,30,0,0,10,260,12,9,0,35,13,0,2,0,0,0,9
RS,PORTO XAVIER,8856,4226,0,243,645,896,213,0,5,32,1314,273,73,0,193,640,0,7,0,3,0,93
RS,POUSO NOVO,1344,743,0,61,36,171,35,0,0,9,187,8,8,0,25,41,0,0,0,13,1,6
RS,PRESIDENTE LUCENA,2713,1483,0,256,15,260,135,0,0,11,318,39,21,0,99,17,0,6,0,9,0,44
RS,PROGRESSO,4322,2418,0,145,9,516,124,0,0,33,863,29,38,0,82,5,0,10,0,17,0,33
RS,PROTASIO ALVES,1692,982,0,62,13,288,56,0,2,6,184,23,12,0,29,11,0,1,0,7,1,15
RS,PUTINGA,3381,1898,0,170,9,405,95,0,0,12,675,36,10,0,33,8,0,4,0,3,0,23
RS,QUARAI,26273,16979,0,250,98,2885,1076,0,20,61,3558,559,70,0,390,130,0,5,0,13,6,173
RS,QUATRO IRMAOS,1125,620,0,83,9,159,49,0,0,10,134,15,8,0,19,11,0,1,0,0,0,7
RS,QUEVEDOS,1935,958,0,82,6,321,45,0,0,15,424,13,13,0,43,6,0,1,0,1,0,7
RS,QUINZE DE NOVEMBRO,3582,1919,0,306,28,551,140,0,0,36,359,41,38,0,98,34,0,4,0,5,1,22
RS,REDENTORA,4038,2275,0,177,27,405,84,0,1,24,854,65,29,0,35,35,1,0,0,1,0,25
RS,RELVADO,1683,948,0,80,4,208,63,0,1,10,274,35,11,0,20,8,0,4,0,1,0,16
RS,RESTINGA SECA,10660,6144,0,459,98,1270,323,1,9,19,1473,135,61,0,406,135,0,10,0,13,1,103
RS,RIO DOS INDIOS,1771,911,0,125,0,250,34,0,0,10,364,11,39,0,16,1,0,2,0,0,0,8
RS,RIO GRANDE,142776,79855,0,2453,1585,7450,5037,3,392,288,30283,5824,806,1,4748,2272,48,228,3,189,34,1277
RS,RIO PARDO,22584,12897,0,656,105,1801,776,0,11,88,4461,603,135,0,676,143,1,22,0,67,2,140
RS,RIOZINHO,2948,1648,0,63,1,278,140,0,6,17,574,112,33,0,46,1,0,2,0,3,0,24
RS,ROCA SALES,7762,4092,0,218,96,567,270,0,7,19,1615,408,50,0,188,89,0,17,0,22,1,103
RS,RODEIO BONITO,6614,3509,0,344,149,749,203,0,2,15,990,151,55,0,99,200,2,5,0,2,1,138
RS,ROLADOR,1782,861,0,114,23,263,41,0,0,11,380,10,6,0,31,26,0,2,0,0,0,14
RS,ROLANTE,16482,8947,0,384,25,1335,639,0,68,35,3537,611,101,0,468,26,0,22,0,14,4,266
RS,RONDA ALTA,7342,4151,0,400,135,1086,269,0,2,28,657,81,47,0,158,187,0,6,0,2,1,132
RS,RONDINHA,3874,2237,0,261,30,567,144,0,1,9,432,40,25,0,51,35,0,1,0,0,0,41
RS,ROQUE GONZALES,5138,2490,0,202,151,605,148,0,3,8,1031,133,33,0,177,131,0,2,0,1,0,23
RS,ROSARIO DO SUL,24887,13269,0,676,183,2719,861,0,22,70,4660,763,130,0,966,269,4,18,0,13,8,256
RS,SAGRADA FAMILIA,1714,982,0,45,13,152,34,0,0,6,376,40,8,0,28,24,0,2,0,0,0,4
RS,SALDANHA MARINHO,2372,1276,0,203,35,447,86,0,0,12,180,16,10,0,36,51,0,1,0,0,0,19
RS,SALTO DO JACUI,7704,4698,0,256,72,954,286,0,5,26,834,110,39,0,254,94,0,6,0,10,6,54
RS,SALVADOR DAS MISSOES,2905,1306,0,181,71,463,126,0,0,7,511,37,9,0,75,87,0,1,0,0,1,30
RS,SALVADOR DO SUL,6328,3549,0,367,35,637,250,0,1,20,995,122,35,0,156,44,0,7,0,21,0,89
RS,SANANDUVA,15751,8565,0,801,192,2382,651,0,4,32,1944,274,88,0,297,277,0,25,0,7,2,210
RS,SANTA BARBARA DO SUL,7601,3965,0,481,187,1261,337,0,2,26,611,72,42,0,181,301,0,8,0,16,3,108
RS,SANTA CECILIA DO SUL,1338,663,0,101,5,198,41,0,0,7,252,16,16,0,18,8,0,1,0,1,0,11
RS,SANTA CLARA DO SUL,5614,3042,0,144,17,411,258,0,5,35,1085,230,20,0,211,26,0,10,0,13,1,106
RS,SANTA CRUZ DO SUL,110123,61631,0,2767,776,8103,5523,1,108,196,17229,5493,768,0,3656,1204,13,186,0,160,19,2290
RS,SANTA MARGARIDA DO SUL,1365,690,0,89,17,192,40,0,6,17,210,9,24,0,40,20,1,2,0,0,0,8
RS,SANTA MARIA,187632,109851,0,4298,988,15801,9292,3,171,435,28496,6156,1020,2,6098,1317,13,202,1,285,79,3124
RS,SANTA MARIA DO HERVAL,5341,3106,0,315,27,463,251,0,2,26,689,75,62,0,179,28,0,6,0,13,0,99
RS,SANTA ROSA,67953,37486,0,2244,629,6462,3391,0,44,142,10293,3098,221,0,1943,812,5,78,0,20,1,1084
RS,SANTA TEREZA,1113,624,0,112,0,161,44,0,0,8,90,38,1,0,21,0,0,2,0,1,0,11
RS,SANTA VITORIA DO PALMAR,28041,14852,0,797,288,2374,984,1,43,39,4907,1237,111,0,1426,415,2,32,0,17,4,512
RS,SANTANA DA BOA VISTA,5988,3383,0,174,13,626,137,0,2,31,1289,55,71,0,158,19,0,1,0,3,0,26
RS,SANTANA DO LIVRAMENTO,81978,48871,0,1074,501,7224,3394,1,159,177,15328,1816,300,0,1697,705,0,52,0,28,13,638
RS,SANTIAGO,37788,20142,0,1199,253,5195,1376,0,167,141,6025,1038,127,0,1248,375,3,37,0,48,6,408
RS,SANTO ANGELO,60372,33744,0,1579,369,5271,2578,0,43,135,10610,2860,133,0,1608,475,5,54,0,14,12,882
RS,SANTO ANTONIO DA PATRULHA,34084,19875,0,1138,275,2842,1118,0,33,91,5428,1106,229,0,1191,311,0,55,0,87,1,304
RS,SANTO ANTONIO DAS MISSOES,7464,4081,0,334,83,947,160,0,5,75,1289,73,58,0,206,105,1,6,0,6,1,34
RS,SANTO ANTONIO DO PALMA,1691,1010,0,96,6,256,55,0,0,5,203,7,12,0,12,9,0,2,0,0,0,18
RS,SANTO ANTONIO DO PLANALTO,1999,1097,0,132,39,237,67,0,0,6,307,22,11,0,46,20,0,2,0,1,0,12
RS,SANTO AUGUSTO,11849,6812,0,631,159,1642,432,0,11,62,1283,198,41,0,207,193,0,10,0,2,2,164
RS,SANTO CRISTO,14564,7543,0,792,139,1709,625,0,8,27,2663,280,67,0,347,150,0,17,0,3,4,190
RS,SANTO EXPEDITO DO SUL,2190,1100,0,126,8,334,76,0,0,6,448,17,13,0,26,18,0,4,0,1,0,13
RS,SAO BORJA,44130,23772,0,1480,882,5186,1334,0,47,108,7394,1548,123,0,1160,613,5,20,0,20,9,429
RS,SAO DOMINGOS DO SUL,2661,1504,0,154,37,406,78,0,4,6,336,11,13,0,36,42,1,3,0,0,0,30
RS,SAO FRANCISCO DE ASSIS,12269,6835,0,470,141,1728,347,1,11,61,1677,63,146,0,502,201,0,10,0,3,0,73
RS,SAO FRANCISCO DE PAULA,15931,9402,0,874,186,1827,738,0,4,79,1492,105,135,0,590,231,0,34,0,10,1,223
RS,SAO GABRIEL,37482,20606,0,1035,303,4153,1466,1,91,74,6238,1386,177,0,1070,431,4,11,0,21,10,405
RS,SAO JERONIMO,12778,8007,0,366,28,885,499,0,9,47,1999,183,131,0,437,40,0,22,0,23,3,99
RS,SAO JOAO DA URTIGA,3974,2077,0,204,44,620,112,1,3,11,704,47,26,0,43,57,0,4,0,1,0,20
RS,SAO JOAO DO POLESINE,2128,1122,0,120,12,363,69,0,4,5,269,23,6,0,64,20,0,6,0,12,0,33
RS,SAO JORGE,2397,1164,0,162,17,481,99,0,1,13,288,25,20,0,60,22,0,2,0,1,0,42
RS,SAO JOSE DAS MISSOES,1659,956,0,67,3,191,37,0,0,7,333,18,10,0,17,11,0,0,0,0,0,9
RS,SAO JOSE DO HERVAL,1529,894,0,72,56,180,33,0,0,8,151,8,13,0,15,78,0,3,0,7,0,11
RS,SAO JOSE DO HORTENCIO,3938,2271,0,231,30,367,123,0,1,12,561,49,39,0,153,30,0,8,0,16,0,47
RS,SAO JOSE DO INHACORA,2052,945,0,92,37,220,68,0,0,15,490,66,21,0,30,38,0,5,0,1,0,24
RS,SAO JOSE DO NORTE,15188,7639,0,600,82,1263,647,0,46,35,3428,326,182,0,654,99,5,34,0,9,6,133
RS,SAO JOSE DO OURO,7022,3613,0,467,275,1077,214,0,2,18,530,71,54,0,172,406,0,9,0,3,0,111
RS,SAO JOSE DO SUL,2110,1033,0,187,10,196,65,0,0,14,382,62,17,0,103,9,0,3,0,13,0,16
RS,SAO JOSE DOS AUSENTES,2042,995,0,204,12,428,93,0,1,17,160,7,47,0,37,12,0,5,0,4,0,20
RS,SAO LEOPOLDO,149204,92546,0,4007,961,7883,6697,0,234,308,22234,4899,410,1,5446,1013,6,182,0,254,21,2102
RS,SAO LOURENCO DO SUL,33039,17522,0,1363,387,3161,1157,0,33,74,6752,615,203,0,960,479,6,44,0,29,3,251
RS,SAO LUIZ GONZAGA,28316,14641,0,901,478,3365,890,0,15,102,4960,1204,114,0,818,518,2,19,0,9,1,279
RS,SAO MARCOS,21546,11529,0,891,918,2481,919,3,16,40,1984,553,149,0,498,1207,0,23,1,14,7,313
RS,SAO MARTINHO,5382,2730,0,351,106,618,196,0,1,11,946,99,25,0,104,120,2,5,0,2,0,66
RS,SAO MARTINHO DA SERRA,2081,1028,0,97,25,300,48,0,0,10,421,15,16,0,46,52,0,3,0,3,0,17
RS,SAO MIGUEL DAS MISSOES,6670,3318,0,401,116,917,188,0,2,27,1092,67,54,0,245,176,0,12,0,2,1,52
RS,SAO NICOLAU,3378,1904,0,109,8,412,99,0,2,13,655,45,20,0,81,8,0,1,0,1,0,20
RS,SAO PAULO DAS MISSOES,4689,2425,0,164,58,479,193,0,1,7,1095,60,45,0,62,57,0,2,0,1,1,39
RS,SAO PEDRO DA SERRA,3341,1906,0,117,29,369,118,0,2,11,484,99,18,0,112,29,0,3,0,8,0,36
RS,SAO PEDRO DAS MISSOES,1369,736,0,49,8,176,20,0,1,7,291,27,7,0,20,20,0,1,0,1,0,5
RS,SAO PEDRO DO BUTIA,2903,1425,0,183,50,351,102,0,0,6,516,57,22,0,97,60,0,5,0,2,0,27
RS,SAO PEDRO DO SUL,11873,6730,0,424,93,1461,352,0,9,65,1850,196,69,0,397,124,1,21,0,6,2,73
RS,SAO SEBASTIAO DO CAI,19218,11799,0,862,274,1394,780,0,13,56,2146,402,55,0,855,292,1,37,0,38,1,213
RS,SAO SEPE,16342,9222,0,631,300,1857,485,0,47,70,2195,278,133,0,593,398,1,25,0,13,3,91
RS,SAO VALENTIM,2479,1485,0,114,26,387,65,0,0,14,269,10,18,0,41,30,0,2,0,2,1,15
RS,SAO VALENTIM DO SUL,1981,1154,0,110,8,278,66,0,1,9,234,18,13,0,56,11,0,1,0,5,0,17
RS,SAO VALERIO DO SUL,1057,632,0,70,6,124,34,0,0,4,142,7,9,0,13,8,0,0,0,0,0,8
RS,SAO VENDELINO,2278,1269,0,86,24,260,111,0,0,15,286,43,26,0,77,23,0,2,0,7,0,49
RS,SAO VICENTE DO SUL,5917,3193,0,205,66,732,176,0,8,15,876,151,63,0,299,92,1,2,0,5,1,32
RS,SAPIRANGA,59309,35574,0,1125,100,3184,2559,2,116,112,10482,3148,216,0,1654,96,7,91,0,49,17,777
RS,SAPUCAIA DO SUL,98251,63569,0,1820,696,4316,3876,0,325,175,15257,2778,152,0,3777,681,0,78,1,85,6,659
RS,SARANDI,18552,10897,0,794,304,2114,749,0,11,41,2004,352,96,0,433,427,0,30,0,7,3,290
RS,SEBERI,10792,5589,0,507,169,1155,257,0,2,18,2027,308,104,0,231,275,1,13,0,0,0,136
RS,SEDE NOVA,2301,1159,0,152,22,253,74,0,1,17,462,54,16,0,25,47,0,0,0,2,0,17
RS,SEGREDO,5022,2529,0,267,18,603,127,0,1,7,1225,52,64,0,57,25,0,4,0,1,0,42
RS,SELBACH,5179,2731,0,414,47,839,240,0,2,19,493,58,22,1,166,77,0,7,0,2,0,61
RS,SENADOR SALGADO FILHO,2420,1241,0,226,18,330,95,0,2,11,382,24,14,0,36,20,0,4,0,0,0,17
RS,SENTINELA DO SUL,4208,1965,0,242,42,389,63,0,1,12,1163,103,19,0,126,47,0,2,0,21,0,13
RS,SERAFINA CORREA,13943,8388,0,536,276,1671,560,0,7,51,1268,229,109,0,242,301,0,17,0,4,1,283
RS,SERIO,1557,800,0,81,0,180,33,0,1,8,363,27,5,0,28,0,0,0,0,17,0,14
RS,SERTAO,5504,3060,0,353,99,798,194,0,0,26,610,47,37,0,85,124,0,11,0,0,0,60
RS,SERTAO SANTANA,5393,2850,0,198,49,492,116,0,15,3,1334,49,23,0,153,59,0,1,0,21,0,30
RS,SETE DE SETEMBRO,1533,741,0,158,12,232,36,0,0,4,276,18,14,0,20,18,0,1,0,1,0,2
RS,SEVERIANO DE ALMEIDA,3158,1716,0,149,34,510,75,0,0,15,525,26,16,0,35,24,0,8,0,0,0,25
RS,SILVEIRA MARTINS,1871,916,0,144,35,292,61,0,0,3,243,22,13,0,64,52,0,1,0,5,0,20
RS,SINIMBU,5773,3043,0,158,10,492,130,0,2,7,1695,80,11,0,79,17,0,4,0,12,1,32
RS,SOBRADINHO,10965,6538,0,392,78,1225,448,0,9,24,1453,133,87,0,268,80,1,9,0,9,0,211
RS,SOLEDADE,22809,14065,0,816,199,2747,971,0,4,67,2222,340,223,0,445,285,7,50,0,24,2,342
RS,TABAI,4144,2341,0,218,39,370,105,0,0,19,711,72,23,0,169,32,0,12,0,12,1,20
RS,TAPEJARA,21679,11837,0,1008,214,2635,959,1,2,58,2785,848,127,0,378,348,0,34,0,8,1,436
RS,TAPERA,8771,4670,0,502,126,1197,389,0,5,32,1011,234,38,0,246,173,0,12,0,14,0,122
RS,TAPES,10631,6179,0,321,111,855,288,0,13,37,1704,379,46,0,377,139,5,26,0,28,1,122
RS,TAQUARA,42172,25057,0,1087,91,2731,1958,1,69,72,7000,1472,293,1,1467,81,1,47,0,80,5,659
RS,TAQUARI,21729,11572,0,538,140,1402,646,1,24,56,4210,1721,137,0,841,203,2,57,0,42,8,129
RS,TAQUARUCU DO SUL,2661,1267,0,126,29,351,81,0,0,6,583,93,12,0,38,47,0,0,0,0,0,28
RS,TAVARES,3955,2185,0,177,38,391,144,0,2,27,602,35,39,0,204,55,0,6,0,4,0,46
RS,TENENTE PORTELA,10584,5656,0,434,78,1067,392,0,2,25,2100,290,110,0,175,106,7,11,0,6,0,125
RS,TERRA DE AREIA,9273,5067,0,414,250,844,341,0,15,17,1230,231,44,0,466,224,0,32,0,12,3,83
RS,TEUTONIA,28538,16379,0,894,273,2370,1288,2,50,54,4440,1045,133,0,770,330,0,66,0,56,1,387
RS,TIO HUGO,2915,1533,0,214,70,387,99,0,0,7,325,41,18,0,80,101,0,7,0,3,1,29
RS,TIRADENTES DO SUL,4159,1844,0,230,17,455,155,0,3,6,1217,122,12,0,60,20,0,2,0,2,0,14
RS,TOROPI,2349,1147,0,86,11,335,45,0,0,14,606,17,18,0,45,14,0,1,0,0,1,9
RS,TORRES,27798,16002,0,586,176,1886,1346,2,145,41,4271,1305,116,1,1141,205,2,91,0,24,4,454
RS,TRAMANDAI,36532,21204,0,772,99,2360,1580,1,53,116,5735,1900,202,0,1813,99,0,87,0,27,6,478
RS,TRAVESSEIRO,1808,833,0,64,9,154,60,0,1,11,507,73,16,0,39,12,0,0,0,13,0,16
RS,TRES ARROIOS,2591,1165,0,205,41,418,62,0,1,23,487,36,22,0,49,53,0,2,0,0,0,27
RS,TRES CACHOEIRAS,10257,4490,0,705,901,854,312,0,5,11,1196,236,33,0,430,880,3,49,0,4,1,147
RS,TRES COROAS,18407,10292,0,352,26,1170,826,0,29,50,3498,1289,95,0,467,28,1,14,0,15,5,250
RS,TRES DE MAIO,22094,11383,0,926,368,2392,1021,0,19,61,3366,961,97,0,626,418,3,56,0,8,3,386
RS,TRES FORQUILHAS,2233,989,0,110,54,234,66,0,2,5,509,80,12,0,111,46,0,2,0,2,1,10
RS,TRES PALMEIRAS,3320,1879,0,147,35,373,113,0,2,15,530,47,34,0,57,43,0,3,0,0,0,42
RS,TRES PASSOS,23701,12569,0,726,243,2172,962,0,41,45,4527,1071,155,0,501,330,10,31,0,5,2,311
RS,TRINDADE DO SUL,4964,2931,0,224,26,621,142,0,3,36,704,60,38,0,95,31,0,4,0,2,0,47
RS,TRIUNFO,20085,11421,0,809,314,1625,579,0,44,150,2465,607,344,0,1167,286,3,48,0,95,2,126
RS,TUCUNDUVA,4880,2751,0,321,64,600,204,0,0,26,504,90,17,0,145,82,0,2,0,0,2,72
RS,TUNAS,2713,1356,0,114,6,393,62,0,1,8,683,9,36,0,26,6,0,0,0,1,0,12
RS,TUPANCI DO SUL,1356,711,0,93,4,238,51,0,0,8,196,5,16,0,11,11,0,4,0,0,0,8
RS,TUPANCIRETA,15225,7509,0,861,202,2376,620,1,18,84,2160,266,113,0,404,347,0,8,0,14,4,238
RS,TUPANDI,5009,2448,0,160,226,454,144,0,0,50,808,133,68,0,158,279,0,6,0,21,0,54
RS,TUPARENDI,8125,4240,0,401,106,1029,261,0,4,19,1329,205,41,0,244,159,0,5,0,0,2,80
RS,TURUCU,2926,1370,0,150,102,281,86,1,2,9,643,29,14,0,86,133,0,2,0,5,1,12
RS,UBIRETAMA,1835,898,0,142,2,202,69,0,0,11,441,22,9,0,23,3,0,2,0,0,0,11
RS,UNIAO DA SERRA,1060,617,0,77,9,149,22,0,0,6,131,8,7,0,9,10,0,0,0,1,0,14
RS,UNISTALDA,1550,756,0,88,9,261,39,0,3,13,286,3,18,0,50,16,0,1,0,4,0,3
RS,URUGUAIANA,81540,41862,0,2181,3144,6791,2703,0,179,138,14829,2510,226,1,2235,3707,37,43,0,40,60,854
RS,VACARIA,52783,30643,0,2170,1531,6190,2498,1,23,281,4284,890,810,1,1192,1568,0,36,0,40,10,615
RS,VALE DO SOL,7052,4096,0,207,24,625,202,0,3,13,1420,141,53,0,188,26,0,7,0,7,0,40
RS,VALE REAL,4665,2690,0,253,92,462,200,0,6,22,496,87,13,0,151,115,0,7,0,6,1,64
RS,VALE VERDE,2374,1205,0,101,10,237,54,0,1,4,507,66,14,0,132,14,0,3,0,12,0,14
RS,VANINI,1883,1025,0,113,20,320,67,0,0,9,231,11,12,0,29,24,0,3,0,2,0,17
RS,VENANCIO AIRES,57736,30510,0,1473,386,3819,2491,0,70,157,12089,2952,249,0,2204,445,9,89,0,91,5,697
RS,VERA CRUZ,21477,12218,0,642,104,1641,697,2,11,48,4059,896,150,0,626,138,1,48,0,20,1,175
RS,VERANOPOLIS,21744,12273,0,1073,402,2826,1039,0,13,57,1983,639,74,0,375,453,7,19,0,22,2,487
RS,VESPASIANO CORREA,1716,882,0,148,11,246,58,0,0,8,257,31,11,0,26,10,0,0,0,11,0,17
RS,VIADUTOS,3823,2171,0,213,33,499,129,0,0,17,552,41,45,0,49,31,0,6,0,2,0,35
RS,VIAMAO,156696,102464,0,2516,299,9425,7253,2,106,440,24160,1946,662,0,5130,272,2,180,2,269,22,1546
RS,VICENTE DUTRA,3251,1535,0,103,2,312,59,0,0,5,1039,120,27,0,34,1,1,0,0,0,0,13
RS,VICTOR GRAEFF,2930,1406,0,221,15,462,123,0,0,19,471,40,14,0,103,19,0,7,0,1,0,29
RS,VILA FLORES,3417,1910,0,202,36,489,161,0,0,16,371,53,28,0,47,42,0,6,0,7,1,48
RS,VILA LANGARO,1808,787,0,183,3,341,48,0,0,6,335,17,15,0,29,9,0,3,0,2,0,30
RS,VILA MARIA,4289,2177,0,571,124,677,157,0,0,16,212,26,50,0,71,143,0,9,0,2,0,54
RS,VILA NOVA DO SUL,3166,1877,0,154,23,371,77,0,8,16,424,23,18,0,117,38,0,5,0,3,2,10
RS,VISTA ALEGRE,2342,1111,0,126,14,260,49,0,0,7,646,55,13,0,27,19,0,0,0,0,0,15
RS,VISTA ALEGRE DO PRATA,1277,743,0,58,10,179,43,0,0,9,161,18,7,0,19,10,0,1,0,1,0,18
RS,VISTA GAUCHA,2275,1034,0,109,92,232,71,0,0,4,502,53,16,0,25,116,0,2,0,0,0,19
RS,VITORIA DAS MISSOES,2628,1328,0,192,15,354,47,0,0,6,520,57,23,0,59,15,0,0,0,0,0,12
RS,WESTFALIA,2757,1452,0,180,13,313,123,0,1,20,420,82,23,0,59,21,0,3,0,14,0,33
RS,XANGRI-LA,14518,7602,0,296,35,1235,803,0,54,26,1946,982,29,0,995,35,0,35,0,21,6,418
SC,ABDON BATISTA,2038,1117,0,85,9,332,42,0,0,4,367,19,14,0,29,6,0,1,0,2,0,11
SC,ABELARDO LUZ,14353,7532,0,473,191,1993,567,0,2,30,2094,277,156,0,373,340,3,13,0,1,0,308
SC,AGROLANDIA,9851,5108,0,331,68,1024,380,0,3,24,1622,636,35,0,361,98,1,11,0,5,0,144
SC,AGRONOMICA,5248,2748,0,210,66,565,202,0,5,9,744,278,8,0,250,84,0,9,0,4,0,66
SC,AGUA DOCE,6339,3205,0,343,314,821,169,0,0,43,699,118,40,0,135,355,4,7,0,1,2,83
SC,AGUAS DE CHAPECO,5013,2663,0,126,41,490,126,1,1,9,1132,232,30,0,99,27,0,2,0,1,0,33
SC,AGUAS FRIAS,2684,1086,0,105,152,270,69,0,0,8,475,88,4,0,110,268,0,0,0,1,0,48
SC,AGUAS MORNAS,6380,3124,0,352,17,721,248,0,0,10,1234,236,18,0,224,19,0,11,0,6,0,160
SC,ALFREDO WAGNER,9342,4074,0,408,55,1002,268,0,1,26,2517,414,19,0,328,46,1,5,0,4,3,171
